id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	1	0	0	25	15	0	25	10	0
2	3	5	5	65	15	35	60	45	35
3	7	163	163	267	74	30	104	30	30
4	1	410	410	471	13	27	61	48	27
5	3	424	424	492	20	0	68	48	0
6	2	441	441	532	30	51	91	61	51
7	5	444	444	534	51	0	90	39	0
8	1	924	924	987	28	35	63	35	35
9	3	992	992	1031	23	16	39	16	16
10	0	1036	1036	1088	18	34	52	34	34
0	0	0	0	1088	801	0	1088	287	0
